,term,weight
276,shows shes,0.0009723955228372922
275,shows,0.0009723955228372922
23,bit sly,0.0009723955228372922
24,bit sly shows,0.0009723955228372922
82,does little bit,0.0009723955228372922
83,does little bit sly,0.0009723955228372922
202,little bit sly,0.0009723955228372922
203,little bit sly shows,0.0009723955228372922
285,sly shows shes,0.0009723955228372922
71,dance wanna,0.0009611088156088642
263,say wanna dance,0.0009611088156088642
72,dance wanna dance,0.0009611088156088642
264,say wanna dance wanna,0.0009611088156088642
341,wanna dance wanna,0.0009611088156088642
262,say wanna,0.0009611088156088642
342,wanna dance wanna dance,0.0009611088156088642
176,incidental cause,0.0009545803886940428
175,incidental,0.0009545803886940428
266,says bleedings,0.0009545803886940428
267,says bleedings incidental,0.0009545803886940428
56,cause shes cool,0.0009545803886940428
268,says bleedings incidental cause,0.0009545803886940428
28,bleedings incidental cause,0.0009545803886940428
26,bleedings,0.0009545803886940428
177,incidental cause shes,0.0009545803886940428
27,bleedings incidental,0.0009545803886940428
178,incidental cause shes cool,0.0009545803886940428
29,bleedings incidental cause shes,0.0009545803886940428
272,shes cool,0.0009545803886940428
55,cause shes,0.0009545803886940428
44,brother dont,0.0009514054635316625
45,brother dont mind,0.0009514054635316625
155,hurt,0.0009514054635316625
43,brother,0.0009514054635316625
156,hurt brother,0.0009514054635316625
157,hurt brother dont,0.0009514054635316625
158,hurt brother dont mind,0.0009514054635316625
46,brother dont mind dont,0.0009514054635316625
206,little thing eyes says,0.0009503763796104835
313,thing eyes,0.0009503763796104835
104,eyes says soon,0.0009503763796104835
205,little thing eyes,0.0009503763796104835
315,thing eyes says soon,0.0009503763796104835
85,does little thing eyes,0.0009503763796104835
84,does little thing,0.0009503763796104835
312,thing,0.0009503763796104835
103,eyes says,0.0009503763796104835
204,little thing,0.0009503763796104835
269,says soon,0.0009503763796104835
314,thing eyes says,0.0009503763796104835
76,dead dead dead,0.0009092338980957428
374,youre dead dead dead,0.0009092338980957428
112,falling think,0.0006688630065538066
168,im falling think,0.0006688630065538066
113,falling think im,0.0006688630065538066
320,think im falling think,0.0006688630065538066
114,falling think im falling,0.0006688630065538066
169,im falling think im,0.0006688630065538066
