statenme,year,milex,milper,irst,pec,tpop,upop,upopgrowth,cinc
United States of America,1816,3823,17,80,254,8659,101,,0.0396975
United States of America,1816,3823,17,80,254,8659,101,,0.0396975
United States of America,1816,3823,17,80,254,8659,101,,0.0396975
United States of America,1816,3823,17,80,254,8659,101,,0.0396975
United States of America,1816,3823,17,80,254,8659,101,,0.0396975
United States of America,1817,2466,15,80,277,8899,106,,0.0358166
United States of America,1817,2466,15,80,277,8899,106,,0.0358166
United States of America,1817,2466,15,80,277,8899,106,,0.0358166
United States of America,1817,2466,15,80,277,8899,106,,0.0358166
United States of America,1817,2466,15,80,277,8899,106,,0.0358166
United States of America,1818,1910,14,90,302,9139,112,,0.0361265
United States of America,1818,1910,14,90,302,9139,112,,0.0361265
United States of America,1818,1910,14,90,302,9139,112,,0.0361265
United States of America,1818,1910,14,90,302,9139,112,,0.0361265
United States of America,1818,1910,14,90,302,9139,112,,0.0361265
United States of America,1819,2301,13,90,293,9379,118,,0.0371333
United States of America,1819,2301,13,90,293,9379,118,,0.0371333
United States of America,1819,2301,13,90,293,9379,118,,0.0371333
United States of America,1819,2301,13,90,293,9379,118,,0.0371333
United States of America,1819,2301,13,90,293,9379,118,,0.0371333
United States of America,1820,1556,15,110,303,9618,124,,0.0370869
United States of America,1820,1556,15,110,303,9618,124,,0.0370869
United States of America,1820,1556,15,110,303,9618,124,,0.0370869
United States of America,1820,1556,15,110,303,9618,124,,0.0370869
United States of America,1820,1556,15,110,303,9618,124,,0.0370869
United States of America,1821,1612,11,100,321,9939,130,,0.0341731
United States of America,1821,1612,11,100,321,9939,130,,0.0341731
United States of America,1821,1612,11,100,321,9939,130,,0.0341731
United States of America,1821,1612,11,100,321,9939,130,,0.0341731
United States of America,1821,1612,11,100,321,9939,130,,0.0341731
United States of America,1822,1079,10,100,332,10268,136,,0.0329391
United States of America,1822,1079,10,100,332,10268,136,,0.0329391
United States of America,1822,1079,10,100,332,10268,136,,0.0329391
United States of America,1822,1079,10,100,332,10268,136,,0.0329391
United States of America,1822,1079,10,100,332,10268,136,,0.0329391
United States of America,1823,1170,11,110,345,10596,143,,0.0331075
United States of America,1823,1170,11,110,345,10596,143,,0.0331075
United States of America,1823,1170,11,110,345,10596,143,,0.0331075
United States of America,1823,1170,11,110,345,10596,143,,0.0331075
United States of America,1823,1170,11,110,345,10596,143,,0.0331075
United States of America,1824,1261,11,110,390,10924,151,,0.0329776
United States of America,1824,1261,11,110,390,10924,151,,0.0329776
United States of America,1824,1261,11,110,390,10924,151,,0.0329776
United States of America,1824,1261,11,110,390,10924,151,,0.0329776
United States of America,1824,1261,11,110,390,10924,151,,0.0329776
United States of America,1825,1336,11,120,424,11252,158,,0.034215
United States of America,1825,1336,11,120,424,11252,158,,0.034215
United States of America,1825,1336,11,120,424,11252,158,,0.034215
United States of America,1825,1336,11,120,424,11252,158,,0.034215
United States of America,1825,1336,11,120,424,11252,158,,0.034215
United States of America,1826,1658,12,120,502,11580,166,,0.0364252
United States of America,1826,1658,12,120,502,11580,166,,0.0364252
United States of America,1826,1658,12,120,502,11580,166,,0.0364252
United States of America,1826,1658,12,120,502,11580,166,,0.0364252
United States of America,1826,1658,12,120,502,11580,166,,0.0364252
United States of America,1827,1663,12,130,556,11909,175,,0.0357089
United States of America,1827,1663,12,130,556,11909,175,,0.0357089
United States of America,1827,1663,12,130,556,11909,175,,0.0357089
United States of America,1827,1663,12,130,556,11909,175,,0.0357089
United States of America,1827,1663,12,130,556,11909,175,,0.0357089
United States of America,1828,1622,11,130,609,12237,183,,0.0356879
United States of America,1828,1622,11,130,609,12237,183,,0.0356879
United States of America,1828,1622,11,130,609,12237,183,,0.0356879
United States of America,1828,1622,11,130,609,12237,183,,0.0356879
United States of America,1828,1622,11,130,609,12237,183,,0.0356879
United States of America,1829,1678,12,144,686,12565,193,,0.0374823
United States of America,1829,1678,12,144,686,12565,193,,0.0374823
United States of America,1829,1678,12,144,686,12565,193,,0.0374823
United States of America,1829,1678,12,144,686,12565,193,,0.0374823
United States of America,1829,1678,12,144,686,12565,193,,0.0374823
United States of America,1830,1687,12,168,799,12901,203,,0.0384837
United States of America,1830,1687,12,168,799,12901,203,,0.0384837
United States of America,1830,1687,12,168,799,12901,203,,0.0384837
United States of America,1830,1687,12,168,799,12901,203,,0.0384837
United States of America,1830,1687,12,168,799,12901,203,,0.0384837
United States of America,1831,1835,11,194,864,13321,222,,0.0420014
United States of America,1831,1835,11,194,864,13321,222,,0.0420014
United States of America,1831,1835,11,194,864,13321,222,,0.0420014
United States of America,1831,1835,11,194,864,13321,222,,0.0420014
United States of America,1831,1835,11,194,864,13321,222,,0.0420014
United States of America,1832,1896,12,203,1154,13742,244,,0.0445447
United States of America,1832,1896,12,203,1154,13742,244,,0.0445447
United States of America,1832,1896,12,203,1154,13742,244,,0.0445447
United States of America,1832,1896,12,203,1154,13742,244,,0.0445447
United States of America,1832,1896,12,203,1154,13742,244,,0.0445447
United States of America,1833,2445,13,220,1348,14162,268,,0.0481381
United States of America,1833,2445,13,220,1348,14162,268,,0.0481381
United States of America,1833,2445,13,220,1348,14162,268,,0.0481381
United States of America,1833,2445,13,220,1348,14162,268,,0.0481381
United States of America,1833,2445,13,220,1348,14162,268,,0.0481381
United States of America,1834,2073,13,240,1291,14582,295,,0.0477735
United States of America,1834,2073,13,240,1291,14582,295,,0.0477735
United States of America,1834,2073,13,240,1291,14582,295,,0.0477735
United States of America,1834,2073,13,240,1291,14582,295,,0.0477735
United States of America,1834,2073,13,240,1291,14582,295,,0.0477735
United States of America,1835,2001,14,260,1650,15003,324,,0.04852
United States of America,1835,2001,14,260,1650,15003,324,,0.04852
United States of America,1835,2001,14,260,1650,15003,324,,0.04852
United States of America,1835,2001,14,260,1650,15003,324,,0.04852
United States of America,1835,2001,14,260,1650,15003,324,,0.04852
United States of America,1836,2571,17,280,1807,15423,356,,0.050953
United States of America,1836,2571,17,280,1807,15423,356,,0.050953
United States of America,1836,2571,17,280,1807,15423,356,,0.050953
United States of America,1836,2571,17,280,1807,15423,356,,0.050953
United States of America,1836,2571,17,280,1807,15423,356,,0.050953
United States of America,1837,3121,22,290,2027,15843,391,,0.0535364
United States of America,1837,3121,22,290,2027,15843,391,,0.0535364
United States of America,1837,3121,22,290,2027,15843,391,,0.0535364
United States of America,1837,3121,22,290,2027,15843,391,,0.0535364
United States of America,1837,3121,22,290,2027,15843,391,,0.0535364
United States of America,1838,3083,18,310,1922,16264,429,,0.0532727
United States of America,1838,3083,18,310,1922,16264,429,,0.0532727
United States of America,1838,3083,18,310,1922,16264,429,,0.0532727
United States of America,1838,3083,18,310,1922,16264,429,,0.0532727
United States of America,1838,3083,18,310,1922,16264,429,,0.0532727
United States of America,1839,2012,19,330,2159,16684,471,,0.0508006
United States of America,1839,2012,19,330,2159,16684,471,,0.0508006
United States of America,1839,2012,19,330,2159,16684,471,,0.0508006
United States of America,1839,2012,19,330,2159,16684,471,,0.0508006
United States of America,1839,2012,19,330,2159,16684,471,,0.0508006
United States of America,1840,2755,22,291,2244,17120,518,,0.04955
United States of America,1840,2755,22,291,2244,17120,518,,0.04955
United States of America,1840,2755,22,291,2244,17120,518,,0.04955
United States of America,1840,2755,22,291,2244,17120,518,,0.04955
United States of America,1840,2755,22,291,2244,17120,518,,0.04955
United States of America,1841,3042,21,290,2374,17733,562,,0.0508649
United States of America,1841,3042,21,290,2374,17733,562,,0.0508649
United States of America,1841,3042,21,290,2374,17733,562,,0.0508649
United States of America,1841,3042,21,290,2374,17733,562,,0.0508649
United States of America,1841,3042,21,290,2374,17733,562,,0.0508649
United States of America,1842,3011,23,219,2643,18345,610,,0.0493011
United States of America,1842,3011,23,219,2643,18345,610,,0.0493011
United States of America,1842,3011,23,219,2643,18345,610,,0.0493011
United States of America,1842,3011,23,219,2643,18345,610,,0.0493011
United States of America,1842,3011,23,219,2643,18345,610,,0.0493011
United States of America,1843,1364,21,320,2967,18957,662,,0.0510815
United States of America,1843,1364,21,320,2967,18957,662,,0.0510815
United States of America,1843,1364,21,320,2967,18957,662,,0.0510815
United States of America,1843,1364,21,320,2967,18957,662,,0.0510815
United States of America,1843,1364,21,320,2967,18957,662,,0.0510815
United States of America,1844,2432,21,400,3557,19569,718,,0.0573262
United States of America,1844,2432,21,400,3557,19569,718,,0.0573262
United States of America,1844,2432,21,400,3557,19569,718,,0.0573262
United States of America,1844,2432,21,400,3557,19569,718,,0.0573262
United States of America,1844,2432,21,400,3557,19569,718,,0.0573262
United States of America,1845,3534,21,490,4284,20182,779,,0.0616531
United States of America,1845,3534,21,490,4284,20182,779,,0.0616531
United States of America,1845,3534,21,490,4284,20182,779,,0.0616531
United States of America,1845,3534,21,490,4284,20182,779,,0.0616531
United States of America,1845,3534,21,490,4284,20182,779,,0.0616531
United States of America,1846,9506,39,777,4863,20794,846,,0.0827573
United States of America,1846,9506,39,777,4863,20794,846,,0.0827573
United States of America,1846,9506,39,777,4863,20794,846,,0.0827573
United States of America,1846,9506,39,777,4863,20794,846,,0.0827573
United States of America,1846,9506,39,777,4863,20794,846,,0.0827573
United States of America,1847,7431,58,813,5767,21406,918,,0.0845096
United States of America,1847,7431,58,813,5767,21406,918,,0.0845096
United States of America,1847,7431,58,813,5767,21406,918,,0.0845096
United States of America,1847,7431,58,813,5767,21406,918,,0.0845096
United States of America,1847,7431,58,813,5767,21406,918,,0.0845096
United States of America,1848,8106,60,813,6424,22018,996,,0.0871742
United States of America,1848,8106,60,813,6424,22018,996,,0.0871742
United States of America,1848,8106,60,813,6424,22018,996,,0.0871742
United States of America,1848,8106,60,813,6424,22018,996,,0.0871742
United States of America,1848,8106,60,813,6424,22018,996,,0.0871742
United States of America,1849,3558,23,660,6976,22631,1081,,0.0730965
United States of America,1849,3558,23,660,6976,22631,1081,,0.0730965
United States of America,1849,3558,23,660,6976,22631,1081,,0.0730965
United States of America,1849,3558,23,660,6976,22631,1081,,0.0730965
United States of America,1849,3558,23,660,6976,22631,1081,,0.0730965
United States of America,1850,4302,21,572,7607,23261,1174,,0.0724712
United States of America,1850,4302,21,572,7607,23261,1174,,0.0724712
United States of America,1850,4302,21,572,7607,23261,1174,,0.0724712
United States of America,1850,4302,21,572,7607,23261,1174,,0.0724712
United States of America,1850,4302,21,572,7607,23261,1174,,0.0724712
United States of America,1851,3525,21,420,9438,24086,1273,,0.0677073
United States of America,1851,3525,21,420,9438,24086,1273,,0.0677073
United States of America,1851,3525,21,420,9438,24086,1273,,0.0677073
United States of America,1851,3525,21,420,9438,24086,1273,,0.0677073
United States of America,1851,3525,21,420,9438,24086,1273,,0.0677073
United States of America,1852,4226,21,508,10270,24911,1380,,0.0718738
United States of America,1852,4226,21,508,10270,24911,1380,,0.0718738
United States of America,1852,4226,21,508,10270,24911,1380,,0.0718738
United States of America,1852,4226,21,508,10270,24911,1380,,0.0718738
United States of America,1852,4226,21,508,10270,24911,1380,,0.0718738
United States of America,1853,4605,21,730,11570,25736,1496,,0.0787437
United States of America,1853,4605,21,730,11570,25736,1496,,0.0787437
United States of America,1853,4605,21,730,11570,25736,1496,,0.0787437
United States of America,1853,4605,21,730,11570,25736,1496,,0.0787437
United States of America,1853,4605,21,730,11570,25736,1496,,0.0787437
United States of America,1854,5765,21,668,13632,26561,1623,,0.0742004
United States of America,1854,5765,21,668,13632,26561,1623,,0.0742004
United States of America,1854,5765,21,668,13632,26561,1623,,0.0742004
United States of America,1854,5765,21,668,13632,26561,1623,,0.0742004
United States of America,1854,5765,21,668,13632,26561,1623,,0.0742004
United States of America,1855,5892,26,711,14651,27386,1760,,0.0759974
United States of America,1855,5892,26,711,14651,27386,1760,,0.0759974
United States of America,1855,5892,26,711,14651,27386,1760,,0.0759974
United States of America,1855,5892,26,711,14651,27386,1760,,0.0759974
United States of America,1855,5892,26,711,14651,27386,1760,,0.0759974
United States of America,1856,6117,26,801,15378,28212,1908,,0.0784092
United States of America,1856,6117,26,801,15378,28212,1908,,0.0784092
United States of America,1856,6117,26,801,15378,28212,1908,,0.0784092
United States of America,1856,6117,26,801,15378,28212,1908,,0.0784092
United States of America,1856,6117,26,801,15378,28212,1908,,0.0784092
United States of America,1857,7499,27,724,15779,29037,2069,,0.0832949
United States of America,1857,7499,27,724,15779,29037,2069,,0.0832949
United States of America,1857,7499,27,724,15779,29037,2069,,0.0832949
United States of America,1857,7499,27,724,15779,29037,2069,,0.0832949
United States of America,1857,7499,27,724,15779,29037,2069,,0.0832949
United States of America,1858,7297,29,640,16015,29862,2244,,0.0834308
United States of America,1858,7297,29,640,16015,29862,2244,,0.0834308
United States of America,1858,7297,29,640,16015,29862,2244,,0.0834308
United States of America,1858,7297,29,640,16015,29862,2244,,0.0834308
United States of America,1858,7297,29,640,16015,29862,2244,,0.0834308
United States of America,1859,5638,29,763,17435,30687,2433,,0.0830744
United States of America,1859,5638,29,763,17435,30687,2433,,0.0830744
United States of America,1859,5638,29,763,17435,30687,2433,,0.0830744
United States of America,1859,5638,29,763,17435,30687,2433,,0.0830744
United States of America,1859,5638,29,763,17435,30687,2433,,0.0830744
United States of America,1860,7060,28,835,18282,31513,2639,,0.0773722
United States of America,1860,7060,28,835,18282,31513,2639,,0.0773722
United States of America,1860,7060,28,835,18282,31513,2639,,0.0773722
United States of America,1860,7060,28,835,18282,31513,2639,,0.0773722
United States of America,1860,7060,28,835,18282,31513,2639,,0.0773722
United States of America,1861,95362,217,664,17660,32351,2759,,0.1444292
United States of America,1861,95362,217,664,17660,32351,2759,,0.1444292
United States of America,1861,95362,217,664,17660,32351,2759,,0.1444292
United States of America,1861,95362,217,664,17660,32351,2759,,0.1444292
United States of America,1861,95362,217,664,17660,32351,2759,,0.1444292
United States of America,1862,136769,673,715,18366,33188,2886,,0.1763908
United States of America,1862,136769,673,715,18366,33188,2886,,0.1763908
United States of America,1862,136769,673,715,18366,33188,2886,,0.1763908
United States of America,1862,136769,673,715,18366,33188,2886,,0.1763908
United States of America,1862,136769,673,715,18366,33188,2886,,0.1763908
United States of America,1863,119662,960,860,21157,34026,3018,,0.178967
United States of America,1863,119662,960,860,21157,34026,3018,,0.178967
United States of America,1863,119662,960,860,21157,34026,3018,,0.178967
United States of America,1863,119662,960,860,21157,34026,3018,,0.178967
United States of America,1863,119662,960,860,21157,34026,3018,,0.178967
United States of America,1864,157390,1032,1031,22597,34863,3156,,0.1929127
United States of America,1864,157390,1032,1031,22597,34863,3156,,0.1929127
United States of America,1864,157390,1032,1031,22597,34863,3156,,0.1929127
United States of America,1864,157390,1032,1031,22597,34863,3156,,0.1929127
United States of America,1864,157390,1032,1031,22597,34863,3156,,0.1929127
United States of America,1865,30471,1063,845,22658,35701,3301,,0.1354652
United States of America,1865,30471,1063,845,22658,35701,3301,,0.1354652
United States of America,1865,30471,1063,845,22658,35701,3301,,0.1354652
United States of America,1865,30471,1063,845,22658,35701,3301,,0.1354652
United States of America,1865,30471,1063,845,22658,35701,3301,,0.1354652
United States of America,1866,17821,77,1225,26846,36538,3452,,0.0981717
United States of America,1866,17821,77,1225,26846,36538,3452,,0.0981717
United States of America,1866,17821,77,1225,26846,36538,3452,,0.0981717
United States of America,1866,17821,77,1225,26846,36538,3452,,0.0981717
United States of America,1866,17821,77,1225,26846,36538,3452,,0.0981717
United States of America,1867,30698,75,1326,28027,37376,3610,,0.1141338
United States of America,1867,30698,75,1326,28027,37376,3610,,0.1141338
United States of America,1867,30698,75,1326,28027,37376,3610,,0.1141338
United States of America,1867,30698,75,1326,28027,37376,3610,,0.1141338
United States of America,1867,30698,75,1326,28027,37376,3610,,0.1141338
United States of America,1868,20154,66,1454,31646,38213,3776,,0.1066403
United States of America,1868,20154,66,1454,31646,38213,3776,,0.1066403
United States of America,1868,20154,66,1454,31646,38213,3776,,0.1066403
United States of America,1868,20154,66,1454,31646,38213,3776,,0.1066403
United States of America,1868,20154,66,1454,31646,38213,3776,,0.1066403
United States of America,1869,16559,52,1739,35983,39051,3949,,0.1080056
United States of America,1869,16559,52,1739,35983,39051,3949,,0.1080056
United States of America,1869,16559,52,1739,35983,39051,3949,,0.1080056
United States of America,1869,16559,52,1739,35983,39051,3949,,0.1080056
United States of America,1869,16559,52,1739,35983,39051,3949,,0.1080056
United States of America,1870,13128,50,1692,37779,39905,4130,,0.0989996
United States of America,1870,13128,50,1692,37779,39905,4130,,0.0989996
United States of America,1870,13128,50,1692,37779,39905,4130,,0.0989996
United States of America,1870,13128,50,1692,37779,39905,4130,,0.0989996
United States of America,1870,13128,50,1692,37779,39905,4130,,0.0989996
United States of America,1871,11811,42,1735,39546,40938,4302,,0.098381
United States of America,1871,11811,42,1735,39546,40938,4302,,0.098381
United States of America,1871,11811,42,1735,39546,40938,4302,,0.098381
United States of America,1871,11811,42,1735,39546,40938,4302,,0.098381
United States of America,1871,11811,42,1735,39546,40938,4302,,0.098381
United States of America,1872,14246,42,2590,48479,41972,4481,,0.1152826
United States of America,1872,14246,42,2590,48479,41972,4481,,0.1152826
United States of America,1872,14246,42,2590,48479,41972,4481,,0.1152826
United States of America,1872,14246,42,2590,48479,41972,4481,,0.1152826
United States of America,1872,14246,42,2590,48479,41972,4481,,0.1152826
United States of America,1873,15014,43,2602,53674,43006,4667,,0.1162688
United States of America,1873,15014,43,2602,53674,43006,4667,,0.1162688
United States of America,1873,15014,43,2602,53674,43006,4667,,0.1162688
United States of America,1873,15014,43,2602,53674,43006,4667,,0.1162688
United States of America,1873,15014,43,2602,53674,43006,4667,,0.1162688
United States of America,1874,12899,44,2439,51736,44040,4862,,0.1142451
United States of America,1874,12899,44,2439,51736,44040,4862,,0.1142451
United States of America,1874,12899,44,2439,51736,44040,4862,,0.1142451
United States of America,1874,12899,44,2439,51736,44040,4862,,0.1142451
United States of America,1874,12899,44,2439,51736,44040,4862,,0.1142451
United States of America,1875,11720,38,2057,52194,45073,5064,,0.1069647
United States of America,1875,11720,38,2057,52194,45073,5064,,0.1069647
United States of America,1875,11720,38,2057,52194,45073,5064,,0.1069647
United States of America,1875,11720,38,2057,52194,45073,5064,,0.1069647
United States of America,1875,11720,38,2057,52194,45073,5064,,0.1069647
United States of America,1876,10749,41,1899,51080,46107,5275,,0.1019168
United States of America,1876,10749,41,1899,51080,46107,5275,,0.1019168
United States of America,1876,10749,41,1899,51080,46107,5275,,0.1019168
United States of America,1876,10749,41,1899,51080,46107,5275,,0.1019168
United States of America,1876,10749,41,1899,51080,46107,5275,,0.1019168
United States of America,1877,9074,34,2100,56754,47141,5495,,0.1046526
United States of America,1877,9074,34,2100,56754,47141,5495,,0.1046526
United States of America,1877,9074,34,2100,56754,47141,5495,,0.1046526
United States of America,1877,9074,34,2100,56754,47141,5495,,0.1046526
United States of America,1877,9074,34,2100,56754,47141,5495,,0.1046526
United States of America,1878,11367,36,2338,55588,48174,5724,,0.1083453
United States of America,1878,11367,36,2338,55588,48174,5724,,0.1083453
United States of America,1878,11367,36,2338,55588,48174,5724,,0.1083453
United States of America,1878,11367,36,2338,55588,48174,5724,,0.1083453
United States of America,1878,11367,36,2338,55588,48174,5724,,0.1083453
United States of America,1879,10527,38,2786,67742,49208,5962,,0.1203331
United States of America,1879,10527,38,2786,67742,49208,5962,,0.1203331
United States of America,1879,10527,38,2786,67742,49208,5962,,0.1203331
United States of America,1879,10527,38,2786,67742,49208,5962,,0.1203331
United States of America,1879,10527,38,2786,67742,49208,5962,,0.1203331
United States of America,1880,11414,38,3896,76969,50262,6211,,0.1254597
United States of America,1880,11414,38,3896,76969,50262,6211,,0.1254597
United States of America,1880,11414,38,3896,76969,50262,6211,,0.1254597
United States of America,1880,11414,38,3896,76969,50262,6211,,0.1254597
United States of America,1880,11414,38,3896,76969,50262,6211,,0.1254597
United States of America,1881,11973,38,4211,81416,51542,6494,,0.1264246
United States of America,1881,11973,38,4211,81416,51542,6494,,0.1264246
United States of America,1881,11973,38,4211,81416,51542,6494,,0.1264246
United States of America,1881,11973,38,4211,81416,51542,6494,,0.1264246
United States of America,1881,11973,38,4211,81416,51542,6494,,0.1264246
United States of America,1882,13040,38,4697,91087,52821,6789,,0.1310108
United States of America,1882,13040,38,4697,91087,52821,6789,,0.1310108
United States of America,1882,13040,38,4697,91087,52821,6789,,0.1310108
United States of America,1882,13040,38,4697,91087,52821,6789,,0.1310108
United States of America,1882,13040,38,4697,91087,52821,6789,,0.1310108
United States of America,1883,11425,37,4669,97750,54100,7099,,0.1313463
United States of America,1883,11425,37,4669,97750,54100,7099,,0.1313463
United States of America,1883,11425,37,4669,97750,54100,7099,,0.1313463
United States of America,1883,11425,37,4669,97750,54100,7099,,0.1313463
United States of America,1883,11425,37,4669,97750,54100,7099,,0.1313463
United States of America,1884,11438,39,4164,102689,55379,7422,,0.1313873
United States of America,1884,11438,39,4164,102689,55379,7422,,0.1313873
United States of America,1884,11438,39,4164,102689,55379,7422,,0.1313873
United States of America,1884,11438,39,4164,102689,55379,7422,,0.1313873
United States of America,1884,11438,39,4164,102689,55379,7422,,0.1313873
United States of America,1885,9748,39,4110,103359,56658,7761,,0.1312613
United States of America,1885,9748,39,4110,103359,56658,7761,,0.1312613
United States of America,1885,9748,39,4110,103359,56658,7761,,0.1312613
United States of America,1885,9748,39,4110,103359,56658,7761,,0.1312613
United States of America,1885,9748,39,4110,103359,56658,7761,,0.1312613
United States of America,1886,10382,39,5774,107964,57938,8114,,0.1461353
United States of America,1886,10382,39,5774,107964,57938,8114,,0.1461353
United States of America,1886,10382,39,5774,107964,57938,8114,,0.1461353
United States of America,1886,10382,39,5774,107964,57938,8114,,0.1461353
United States of America,1886,10382,39,5774,107964,57938,8114,,0.1461353
United States of America,1887,10765,39,6520,123077,59217,8484,,0.1510995
United States of America,1887,10765,39,6520,123077,59217,8484,,0.1510995
United States of America,1887,10765,39,6520,123077,59217,8484,,0.1510995
United States of America,1887,10765,39,6520,123077,59217,8484,,0.1510995
United States of America,1887,10765,39,6520,123077,59217,8484,,0.1510995
United States of America,1888,12647,39,6594,139275,60496,8871,,0.1523269
United States of America,1888,12647,39,6594,139275,60496,8871,,0.1523269
United States of America,1888,12647,39,6594,139275,60496,8871,,0.1523269
United States of America,1888,12647,39,6594,139275,60496,8871,,0.1523269
United States of America,1888,12647,39,6594,139275,60496,8871,,0.1523269
United States of America,1889,13195,39,7726,133959,61775,9275,,0.1548427
United States of America,1889,13195,39,7726,133959,61775,9275,,0.1548427
United States of America,1889,13195,39,7726,133959,61775,9275,,0.1548427
United States of America,1889,13195,39,7726,133959,61775,9275,,0.1548427
United States of America,1889,13195,39,7726,133959,61775,9275,,0.1548427
United States of America,1890,14788,39,9350,150826,63056,9698,,0.1653962
United States of America,1890,14788,39,9350,150826,63056,9698,,0.1653962
United States of America,1890,14788,39,9350,150826,63056,9698,,0.1653962
United States of America,1890,14788,39,9350,150826,63056,9698,,0.1653962
United States of America,1890,14788,39,9350,150826,63056,9698,,0.1653962
United States of America,1891,15315,38,8412,162044,64361,10075,,0.1655897
United States of America,1891,15315,38,8412,162044,64361,10075,,0.1655897
United States of America,1891,15315,38,8412,162044,64361,10075,,0.1655897
United States of America,1891,15315,38,8412,162044,64361,10075,,0.1655897
United States of America,1891,15315,38,8412,162044,64361,10075,,0.1655897
United States of America,1892,15654,39,9304,171105,65666,10467,,0.1733359
United States of America,1892,15654,39,9304,171105,65666,10467,,0.1733359
United States of America,1892,15654,39,9304,171105,65666,10467,,0.1733359
United States of America,1892,15654,39,9304,171105,65666,10467,,0.1733359
United States of America,1892,15654,39,9304,171105,65666,10467,,0.1733359
United States of America,1893,16964,39,7238,172586,66970,10874,,0.1657286
United States of America,1893,16964,39,7238,172586,66970,10874,,0.1657286
United States of America,1893,16964,39,7238,172586,66970,10874,,0.1657286
United States of America,1893,16964,39,7238,172586,66970,10874,,0.1657286
United States of America,1893,16964,39,7238,172586,66970,10874,,0.1657286
United States of America,1894,16001,42,6764,161748,68275,11298,,0.1544223
United States of America,1894,16001,42,6764,161748,68275,11298,,0.1544223
United States of America,1894,16001,42,6764,161748,68275,11298,,0.1544223
United States of America,1894,16001,42,6764,161748,68275,11298,,0.1544223
United States of America,1894,16001,42,6764,161748,68275,11298,,0.1544223
United States of America,1895,15187,42,9598,182744,69580,11737,,0.168099
United States of America,1895,15187,42,9598,182744,69580,11737,,0.168099
United States of America,1895,15187,42,9598,182744,69580,11737,,0.168099
United States of America,1895,15187,42,9598,182744,69580,11737,,0.168099
United States of America,1895,15187,42,9598,182744,69580,11737,,0.168099
United States of America,1896,16382,42,8762,183531,70885,12194,,0.1600112
United States of America,1896,16382,42,8762,183531,70885,12194,,0.1600112
United States of America,1896,16382,42,8762,183531,70885,12194,,0.1600112
United States of America,1896,16382,42,8762,183531,70885,12194,,0.1600112
United States of America,1896,16382,42,8762,183531,70885,12194,,0.1600112
United States of America,1897,30249,44,9808,190740,72189,12669,,0.16911
United States of America,1897,30249,44,9808,190740,72189,12669,,0.16911
United States of America,1897,30249,44,9808,190740,72189,12669,,0.16911
United States of America,1897,30249,44,9808,190740,72189,12669,,0.16911
United States of America,1897,30249,44,9808,190740,72189,12669,,0.16911
United States of America,1898,60011,236,11963,207271,73494,13162,,0.1970619
United States of America,1898,60011,236,11963,207271,73494,13162,,0.1970619
United States of America,1898,60011,236,11963,207271,73494,13162,,0.1970619
United States of America,1898,60011,236,11963,207271,73494,13162,,0.1970619
United States of America,1898,60011,236,11963,207271,73494,13162,,0.1970619
United States of America,1899,38588,100,13839,236406,74799,13674,,0.1854763
United States of America,1899,38588,100,13839,236406,74799,13674,,0.1854763
United States of America,1899,38588,100,13839,236406,74799,13674,,0.1854763
United States of America,1899,38588,100,13839,236406,74799,13674,,0.1854763
United States of America,1899,38588,100,13839,236406,74799,13674,,0.1854763
United States of America,1900,41481,126,10352,256081,76094,14207,,0.1879988
United States of America,1900,41481,126,10352,256081,76094,14207,,0.1879988
United States of America,1900,41481,126,10352,256081,76094,14207,,0.1879988
United States of America,1900,41481,126,10352,256081,76094,14207,,0.1879988
United States of America,1900,41481,126,10352,256081,76094,14207,,0.1879988
United States of America,1901,36087,112,13690,280242,77584,14723,,0.2026186
United States of America,1901,36087,112,13690,280242,77584,14723,,0.2026186
United States of America,1901,36087,112,13690,280242,77584,14723,,0.2026186
United States of America,1901,36087,112,13690,280242,77584,14723,,0.2026186
United States of America,1901,36087,112,13690,280242,77584,14723,,0.2026186
United States of America,1902,39722,111,15187,300106,79163,15258,,0.2076682
United States of America,1902,39722,111,15187,300106,79163,15258,,0.2076682
United States of America,1902,39722,111,15187,300106,79163,15258,,0.2076682
United States of America,1902,39722,111,15187,300106,79163,15258,,0.2076682
United States of America,1902,39722,111,15187,300106,79163,15258,,0.2076682
United States of America,1903,43814,106,14768,356268,80632,15812,,0.2104965
United States of America,1903,43814,106,14768,356268,80632,15812,,0.2104965
United States of America,1903,43814,106,14768,356268,80632,15812,,0.2104965
United States of America,1903,43814,106,14768,356268,80632,15812,,0.2104965
United States of America,1903,43814,106,14768,356268,80632,15812,,0.2104965
United States of America,1904,47918,110,14082,353388,82166,16387,,0.2049416
United States of America,1904,47918,110,14082,353388,82166,16387,,0.2049416
United States of America,1904,47918,110,14082,353388,82166,16387,,0.2049416
United States of America,1904,47918,110,14082,353388,82166,16387,,0.2049416
United States of America,1904,47918,110,14082,353388,82166,16387,,0.2049416
United States of America,1905,45098,108,20345,397156,83822,16982,,0.2137832
United States of America,1905,45098,108,20345,397156,83822,16982,,0.2137832
United States of America,1905,45098,108,20345,397156,83822,16982,,0.2137832
United States of America,1905,45098,108,20345,397156,83822,16982,,0.2137832
United States of America,1905,45098,108,20345,397156,83822,16982,,0.2137832
United States of America,1906,43602,112,23774,419190,85450,17600,,0.2182787
United States of America,1906,43602,112,23774,419190,85450,17600,,0.2182787
