OID,Country or Area,Year,Description,Magnitude,Value
17661...ZF...,ICELAND,1993,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,6.8
17861...ZF...,IRELAND,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.70083
13661B..ZF...,ITALY,1993,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,11.2085
13661...ZF...,ITALY,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.1867
34361...ZF...,JAMAICA,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,24.8233
15861...ZF...,JAPAN,1993,GOVENMENT BOND YIELD,PERCENT PER ANNU,3.6925
54261...ZF...,"KOREA, REPUBLIC OF",1993,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,12.0808
13761...ZF...,LUXEMBOURG,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.83833
67661...ZF...,MALAWI,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.9167
54861...ZF...,MALAYSIA,1993,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,6.35
72861...ZF...,NAMIBIA,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.9425
13861...ZF...,NETHERLANDS,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.36
35361...ZF...,NETHERLANDS ANTILLES,1993,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.14
19661...ZF...,NEW ZEALAND,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.69
14261...ZF...,NORWAY,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.51667
56461...ZF...,PAKISTAN,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.3067
18261...ZF...,PORTUGAL,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.1808
86261...ZF...,SAMOA,1993,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,1993,GOVERNMENT BOND RATE,PERCENT PER ANNU,14.4
96161...ZF...,SLOVENIA,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,40.6333
81361...ZF...,SOLOMON ISLANDS,1993,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,13
19961...ZF...,SOUTH AFRICA,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.9675
18461...ZF...,SPAIN,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.2117
52461...ZF...,SRI LANKA,1993,GOVT BOND YIELD,PERCENT PER ANNU,16.25
14461...ZF...,SWEDEN,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.56917
14661...ZF...,SWITZERLAND,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.05
57861...ZF...,THAILAND,1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.75
11261A..ZF...,UNITED KINGDOM,1993,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,6.64917
11261...ZF...,UNITED KINGDOM,1993,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,7.54667
11161A..ZF...,UNITED STATES,1993,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.44333
11161...ZF...,UNITED STATES,1993,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,5.87333
84661...ZF...,VANUATU,1993,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8
29961...ZF...,"VENEZUELA, REP. BOL.",1993,GOVERNMENT BOND YIELD,PERCENT PER ANNU,41.0308
19361A..ZF...,AUSTRALIA,1994,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,8.1925
19361...ZF...,AUSTRALIA,1994,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,9.04167
12261...ZF...,AUSTRIA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.025
12461...ZF...,BELGIUM,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.75083
91861...ZF...,BULGARIA,1994,GOVERNMENT BOND YEILD,PERCENT PER ANNU,56.8644
15661A..ZF...,CANADA,1994,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,7.78667
15661...ZF...,CANADA,1994,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,8.63167
12861A..ZF...,DENMARK,1994,MORTGAGE BOND YIELD,PERCENT PER ANNU,8.34208
12861...ZF...,DENMARK,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.82583
64461...ZF...,ETHIOPIA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
16361...ZF...,EURO AREA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.17583
81961...ZF...,FIJI,1994,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,6.49333
17261...ZF...,FINLAND,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.03667
13261...ZF...,FRANCE,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.21583
13461...ZF...,GERMANY,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.86667
17461...ZF...,GREECE,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.6992
26861...ZF...,HONDURAS,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,23.1083
17661...ZF...,ICELAND,1994,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.015
17861...ZF...,IRELAND,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.92083
13661B..ZF...,ITALY,1994,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,10.574
13661...ZF...,ITALY,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.52
34361...ZF...,JAMAICA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,26.82
15861...ZF...,JAPAN,1994,GOVENMENT BOND YIELD,PERCENT PER ANNU,3.71417
54261...ZF...,"KOREA, REPUBLIC OF",1994,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,12.3
13761...ZF...,LUXEMBOURG,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.15
67661...ZF...,MALAWI,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,23.5
54861...ZF...,MALAYSIA,1994,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,5.11417
51861...ZF...,MYANMAR,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.5
72861...ZF...,NAMIBIA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.6258
55861...ZF...,NEPAL,1994,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,9
13861...ZF...,NETHERLANDS,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.8625
35361...ZF...,NETHERLANDS ANTILLES,1994,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,7.47917
19661...ZF...,NEW ZEALAND,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.4775
14261...ZF...,NORWAY,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.12667
56461...ZF...,PAKISTAN,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.01
56661...ZF...,PHILIPPINES,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.25
18261...ZF...,PORTUGAL,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.4792
86261...ZF...,SAMOA,1994,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,1994,GOVERNMENT BOND RATE,PERCENT PER ANNU,14.38
96161...ZF...,SLOVENIA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.925
81361...ZF...,SOLOMON ISLANDS,1994,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,13
19961...ZF...,SOUTH AFRICA,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.8317
18461...ZF...,SPAIN,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.99583
14461...ZF...,SWEDEN,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.70083
14661...ZF...,SWITZERLAND,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.23
57861...ZF...,THAILAND,1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.75
11261A..ZF...,UNITED KINGDOM,1994,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,7.83333
11261...ZF...,UNITED KINGDOM,1994,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,8.1525
11161A..ZF...,UNITED STATES,1994,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,6.26417
11161...ZF...,UNITED STATES,1994,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,7.08
84661...ZF...,VANUATU,1994,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8
29961...ZF...,"VENEZUELA, REP. BOL.",1994,GOVERNMENT BOND YIELD,PERCENT PER ANNU,54.7317
19361A..ZF...,AUSTRALIA,1995,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,8.41833
19361...ZF...,AUSTRALIA,1995,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,9.16833
12261...ZF...,AUSTRIA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.13417
12461...ZF...,BELGIUM,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.48083
91861...ZF...,BULGARIA,1995,GOVERNMENT BOND YEILD,PERCENT PER ANNU,49.7636
15661A..ZF...,CANADA,1995,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,7.63833
15661...ZF...,CANADA,1995,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,8.28083
12861A..ZF...,DENMARK,1995,MORTGAGE BOND YIELD,PERCENT PER ANNU,8.9675
12861...ZF...,DENMARK,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.26917
64461...ZF...,ETHIOPIA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
16361...ZF...,EURO AREA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.72917
81961...ZF...,FIJI,1995,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,6.69
17261...ZF...,FINLAND,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.7925
13261...ZF...,FRANCE,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.535
13461...ZF...,GERMANY,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.85
17461...ZF...,GREECE,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.9592
26861...ZF...,HONDURAS,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,27.2417
17661...ZF...,ICELAND,1995,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,7.18083
17861...ZF...,IRELAND,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.255
13661B..ZF...,ITALY,1995,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,11.9843
13661...ZF...,ITALY,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.205
34361...ZF...,JAMAICA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,26.85
15861...ZF...,JAPAN,1995,GOVENMENT BOND YIELD,PERCENT PER ANNU,2.53167
54261...ZF...,"KOREA, REPUBLIC OF",1995,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,12.4
13761...ZF...,LUXEMBOURG,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.22917
67661...ZF...,MALAWI,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,38.5833
54861...ZF...,MALAYSIA,1995,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,6.505
27361...ZF...,MEXICO,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,51.7433
68661A..ZF...,MOROCCO,1995,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,10.3
51861...ZF...,MYANMAR,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.5
72861...ZF...,NAMIBIA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.1067
55861...ZF...,NEPAL,1995,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,3
13861...ZF...,NETHERLANDS,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.89917
35361...ZF...,NETHERLANDS ANTILLES,1995,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.02083
19661...ZF...,NEW ZEALAND,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.93568
14261...ZF...,NORWAY,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.82333
56461...ZF...,PAKISTAN,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
56661...ZF...,PHILIPPINES,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.25
18261...ZF...,PORTUGAL,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.465
86261...ZF...,SAMOA,1995,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,1995,GOVERNMENT BOND RATE,PERCENT PER ANNU,13.25
81361...ZF...,SOLOMON ISLANDS,1995,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,13
19961...ZF...,SOUTH AFRICA,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,16.1067
18461...ZF...,SPAIN,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.27
14461...ZF...,SWEDEN,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.2425
14661...ZF...,SWITZERLAND,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.73
57861...ZF...,THAILAND,1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.75
11261A..ZF...,UNITED KINGDOM,1995,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,7.9325
11261...ZF...,UNITED KINGDOM,1995,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,8.31917
11161A..ZF...,UNITED STATES,1995,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,6.26333
11161...ZF...,UNITED STATES,1995,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,6.58
84661...ZF...,VANUATU,1995,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8
29961...ZF...,"VENEZUELA, REP. BOL.",1995,GOVERNMENT BOND YIELD,PERCENT PER ANNU,53.3838
19361A..ZF...,AUSTRALIA,1996,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,7.52917
19361...ZF...,AUSTRALIA,1996,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,8.1675
12261...ZF...,AUSTRIA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.3225
12461...ZF...,BELGIUM,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.4925
15661A..ZF...,CANADA,1996,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,6.21417
15661...ZF...,CANADA,1996,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,7.50333
12861A..ZF...,DENMARK,1996,MORTGAGE BOND YIELD,PERCENT PER ANNU,7.84
12861...ZF...,DENMARK,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.19417
64461...ZF...,ETHIOPIA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
16361...ZF...,EURO AREA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.2325
81961...ZF...,FIJI,1996,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,7.40833
17261...ZF...,FINLAND,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.07667
13261...ZF...,FRANCE,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.31083
13461...ZF...,GERMANY,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.21583
17461...ZF...,GREECE,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.4333
26861...ZF...,HONDURAS,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,35.55
17661...ZF...,ICELAND,1996,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.61417
17861...ZF...,IRELAND,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.28917
13661B..ZF...,ITALY,1996,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,8.93183
13661...ZF...,ITALY,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.40083
34361...ZF...,JAMAICA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,26.8683
15861...ZF...,JAPAN,1996,GOVENMENT BOND YIELD,PERCENT PER ANNU,2.225
54261...ZF...,"KOREA, REPUBLIC OF",1996,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,10.8967
13761...ZF...,LUXEMBOURG,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.32167
67661...ZF...,MALAWI,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,42.6667
54861...ZF...,MALAYSIA,1996,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,6.39083
27361...ZF...,MEXICO,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,32.81
68661A..ZF...,MOROCCO,1996,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,10.3
51861...ZF...,MYANMAR,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.125
72861...ZF...,NAMIBIA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.4833
55861...ZF...,NEPAL,1996,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,9
13861...ZF...,NETHERLANDS,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.15
35361...ZF...,NETHERLANDS ANTILLES,1996,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.25
19661...ZF...,NEW ZEALAND,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.04343
14261...ZF...,NORWAY,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.94333
56461...ZF...,PAKISTAN,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13
56661...ZF...,PHILIPPINES,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.9896
18261...ZF...,PORTUGAL,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.55917
86261...ZF...,SAMOA,1996,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,1996,GOVERNMENT BOND RATE,PERCENT PER ANNU,13.25
81361...ZF...,SOLOMON ISLANDS,1996,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,11.5
19961...ZF...,SOUTH AFRICA,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.4833
18461...ZF...,SPAIN,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.73667
14461...ZF...,SWEDEN,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.0275
14661...ZF...,SWITZERLAND,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.63
57861...ZF...,THAILAND,1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.75
11261A..ZF...,UNITED KINGDOM,1996,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,7.2825
11261...ZF...,UNITED KINGDOM,1996,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,7.93917
11161A..ZF...,UNITED STATES,1996,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,5.99
11161...ZF...,UNITED STATES,1996,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,6.43833
84661...ZF...,VANUATU,1996,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8
29961...ZF...,"VENEZUELA, REP. BOL.",1996,GOVERNMENT BOND YIELD,PERCENT PER ANNU,49.0858
19361A..ZF...,AUSTRALIA,1997,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.99917
19361...ZF...,AUSTRALIA,1997,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,6.89333
12261...ZF...,AUSTRIA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.6825
12461...ZF...,BELGIUM,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.75333
15661A..ZF...,CANADA,1997,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,5.33
15661...ZF...,CANADA,1997,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,6.42417
12861A..ZF...,DENMARK,1997,MORTGAGE BOND YIELD,PERCENT PER ANNU,7.14125
12861...ZF...,DENMARK,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.25417
64461...ZF...,ETHIOPIA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.82
16361...ZF...,EURO AREA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.95833
81961...ZF...,FIJI,1997,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,7.08083
17261...ZF...,FINLAND,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.9575
13261...ZF...,FRANCE,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.58167
13461...ZF...,GERMANY,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.64083
17461...ZF...,GREECE,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.91917
26861...ZF...,HONDURAS,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,29.5917
17661...ZF...,ICELAND,1997,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.49167
17861...ZF...,IRELAND,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.29333
13661B..ZF...,ITALY,1997,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,6.47129
13661...ZF...,ITALY,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.8625
34361...ZF...,JAMAICA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,26.85
15861...ZF...,JAPAN,1997,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.6875
54261...ZF...,"KOREA, REPUBLIC OF",1997,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,11.7
13761...ZF...,LUXEMBOURG,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.5975
67661...ZF...,MALAWI,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,39.25
54861...ZF...,MALAYSIA,1997,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,6.87496
27361...ZF...,MEXICO,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,21.44
68661A..ZF...,MOROCCO,1997,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,9.68333
51861...ZF...,MYANMAR,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14
72861...ZF...,NAMIBIA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.6975
55861...ZF...,NEPAL,1997,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,9
13861...ZF...,NETHERLANDS,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.57583
35361...ZF...,NETHERLANDS ANTILLES,1997,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.6725
19661...ZF...,NEW ZEALAND,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.20728
14261...ZF...,NORWAY,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.12583
56461...ZF...,PAKISTAN,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0483
56661...ZF...,PHILIPPINES,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.0077
18261...ZF...,PORTUGAL,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.35833
86261...ZF...,SAMOA,1997,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,1997,GOVERNMENT BOND RATE,PERCENT PER ANNU,11.63
81361...ZF...,SOLOMON ISLANDS,1997,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,11.75
19961...ZF...,SOUTH AFRICA,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.6975
18461...ZF...,SPAIN,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.40167
14461...ZF...,SWEDEN,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.6225
14661...ZF...,SWITZERLAND,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.08
57861...ZF...,THAILAND,1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.75
11261A..ZF...,UNITED KINGDOM,1997,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,6.98167
11261...ZF...,UNITED KINGDOM,1997,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,7.13417
11161A..ZF...,UNITED STATES,1997,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,6.10167
11161...ZF...,UNITED STATES,1997,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,6.3525
84661...ZF...,VANUATU,1997,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8
29961...ZF...,"VENEZUELA, REP. BOL.",1997,GOVERNMENT BOND YIELD,PERCENT PER ANNU,25.4054
19361A..ZF...,AUSTRALIA,1998,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.01917
19361...ZF...,AUSTRALIA,1998,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.49833
12261...ZF...,AUSTRIA,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7125
12461...ZF...,BELGIUM,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.75167
91861...ZF...,BULGARIA,1998,GOVERNMENT BOND YEILD,PERCENT PER ANNU,10.1042
15661A..ZF...,CANADA,1998,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,5.1625
15661...ZF...,CANADA,1998,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.465
12861A..ZF...,DENMARK,1998,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.04095
12861...ZF...,DENMARK,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.9375
93961...ZF...,ESTONIA,1998,LONG-TERM LOAN RATE,PERCENT PER ANNU,13.1675
16361...ZF...,EURO AREA,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.70333
81961...ZF...,FIJI,1998,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,6.48917
17261...ZF...,FINLAND,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7875
13261...ZF...,FRANCE,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.64
13461...ZF...,GERMANY,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.57167
17461...ZF...,GREECE,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.4825
26861...ZF...,HONDURAS,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,20.3417
17661...ZF...,ICELAND,1998,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,4.73333
17861...ZF...,IRELAND,1998,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.79667
